"08/09/16, 10:44 - יצרת את הקבוצה ""פרוייקט"""
11/03/17, 18:37 - Yochai: מזה קייטנה
11/03/17, 18:37 - אנונימוס: מפה של האוניברסיטה שמראה איפה אנונימוס בלייב
11/03/17, 18:37 - אנונימוס: שיוכלו לברוח
11/03/17, 18:38 - אנונימוס: זה יותר למגזר הנשים
11/03/17, 18:38 - Yochai: חחח
12/03/17, 16:41 - Yochai: על איזה שאלון ראשוני הוא מדבר
12/03/17, 16:41 - אנונימוס: אני יודע מה הבעיה שלו הור נרשם בתור expert
12/03/17, 16:41 - Yochai: אה
12/03/17, 16:53 - Yochai: אנונימוס הפוזטים שמופיעים הם אחרי הורדת stopwords?
12/03/17, 16:53 - אנונימוס: לא מה קשור
12/03/17, 16:54 - אנונימוס: אתה מוריד אותם רק בשביל ניתוח טקסט
12/03/17, 16:54 - אנונימוס: אבל אצלי יש גרסאות נקיות
12/03/17, 16:54 - Yochai: אולי אפשר גם לפני להוריד פוסטים שלמים
12/03/17, 16:54 - אנונימוס: פשוט אני עם המשפחה עם האירוע
12/03/17, 16:54 - אנונימוס: בסדר לא עכשיו עזבו את זה
12/03/17, 16:55 - אנונימוס: אבל יש לי רעיון שיהיה טוב אפרט בהמשך
12/03/17, 16:55 - אנונימוס: קיצר לא נעים להיות עם הפלאפון בכל אופן אני אמור לפרסם גרסא עם 12פיצרים חדשים
12/03/17, 23:58 - אנונימוס: דא נחשו איך קוראים למטפלת הפיליפינית שהייתה לסבתא שלי..
13/03/17, 18:49 - אנונימוס: <מדיה הושמטה>
13/03/17, 18:49 - אנונימוס: <מדיה הושמטה>
13/03/17, 18:49 - אנונימוס: <מדיה הושמטה>
13/03/17, 19:26 - Yochai: <מדיה הושמטה>
13/03/17, 19:29 - אנונימוס: חזק
14/03/17, 08:48 - Yochai: תגידו רק אני קמתי עם כאב ראש מהבירה הזאת?
14/03/17, 08:54 - אנונימוס: גם אני קבלתי חרא
14/03/17, 09:03 - Yochai: אנונימוס בוא לפגישה של תואר שני
14/03/17, 09:07 - אנונימוס: מרוסק
14/03/17, 09:16 - אנונימוס: חרא בירה
14/03/17, 09:16 - אנונימוס: ילדות
14/03/17, 09:17 - אנונימוס: אנונימוס מתי אתה בא לעשוץ לי גלח? או שנלך לספידי גונזאלס הספר
14/03/17, 09:18 - אנונימוס: רבע רק קמתי
14/03/17, 09:18 - אנונימוס: איך שבא לך
14/03/17, 09:18 - אנונימוס: אני יכול לעשות ךך
14/03/17, 09:18 - אנונימוס: לך
14/03/17, 09:18 - אנונימוס: רק קמתי גם
14/03/17, 09:18 - אנונימוס: שלחו הודעה לאונגר שיבטל
14/03/17, 10:50 - Yochai: איזה כיתה אונגר
15/03/17, 08:23 - Yochai: מי מגיע?
15/03/17, 08:48 - אנונימוס: מה ארז מתקשר אלי
15/03/17, 09:27 - אנונימוס: תרשמו אותיי
15/03/17, 09:27 - אנונימוס: ואותי
15/03/17, 09:28 - Yochai: אין רישום
15/03/17, 09:28 - Yochai: לא חייבים לבוא
15/03/17, 09:28 - Yochai: משעמם
15/03/17, 09:29 - אנונימוס: יש הרצאותמוקלטות משהו,
15/03/17, 09:29 - אנונימוס: ?
15/03/17, 09:35 - Yochai: לא יודע
15/03/17, 09:43 - אנונימוס: תקליט
15/03/17, 09:43 - אנונימוס: טוב למי עוד ארז התקשר?
15/03/17, 09:44 - אנונימוס: לא אלי
15/03/17, 09:44 - אנונימוס: תחזור אליו
15/03/17, 09:44 - Yochai: גם לא אלי
15/03/17, 09:44 - אנונימוס: אין לי כח
15/03/17, 09:44 - אנונימוס: הוא הוא רוצה להגיד לך משהו על הדוו
15/03/17, 09:44 - אנונימוס: דוח
15/03/17, 09:45 - אנונימוס: כי היום יום אחרון להגיש צינים
15/03/17, 09:45 - אנונימוס: אני באנהג אובר
15/03/17, 09:45 - אנונימוס: שום האנגאובר
15/03/17, 09:45 - אנונימוס: תראה מה הוא רצה
15/03/17, 09:46 - אנונימוס: שלחתי לו הודעה
"15/03/17, 09:46 - אנונימוס: שאני אחזור אליו אח""כ"
15/03/17, 09:54 - אנונימוס: יוחאי הרבה באו להרצאה
15/03/17, 10:05 - Yochai: <מדיה הושמטה>
15/03/17, 10:05 - Yochai: כן
15/03/17, 10:05 - Yochai: חח עבודה ראשונה יש לנו בדוח
15/03/17, 10:05 - Yochai: דויטשמן איתנו
15/03/17, 10:06 - Yochai: מוזר זה עבודה על הפרוייקט גמר
15/03/17, 10:23 - אנונימוס: מזה החרא הזה
15/03/17, 10:24 - אנונימוס: גם 8 בבוקר גם עבודות
15/03/17, 10:24 - אנונימוס: חוצפה
15/03/17, 10:36 - אנונימוס: זה עם מבחן?
15/03/17, 10:37 - Yochai: איזה סרט עכשיו עם נופר
15/03/17, 10:37 - אנונימוס: למה
15/03/17, 10:46 - אנונימוס: חח
15/03/17, 10:56 - Yochai: שמרו לי מקום
15/03/17, 11:05 - אנונימוס: איפה
15/03/17, 11:05 - אנונימוס: אני הולך לתרגול האחרון
15/03/17, 11:32 - אנונימוס: למה כבר תרגול
16/03/17, 00:25 - Yochai: איפה אתם
16/03/17, 00:33 - Yochai: הלו
19/03/17, 09:04 - אנונימוס: <מדיה הושמטה>
19/03/17, 20:59 - Yochai: אנונימוס תקליט את השיחה היום
19/03/17, 21:39 - Yochai: קיצר אני אחתוך בעשר וחצי
19/03/17, 22:22 - Yochai: אמר עלי משהו?
19/03/17, 22:51 - אנונימוס: שאתה הומו פאפי
19/03/17, 22:52 - אנונימוס: אנונימוס תענה לו
19/03/17, 22:52 - אנונימוס: אני לא יודע לענות
19/03/17, 22:54 - Yochai: נגמר?
19/03/17, 22:55 - אנונימוס: הוא רוצה שסתם שזה יהיה למעלה... תגיד לו שאתה תשלח לי איך לעשות לעשות את זה ואני אעשה את זה מחר
19/03/17, 22:55 - אנונימוס: אני יודע
19/03/17, 22:55 - אנונימוס: יוחאי אני לא בא שחכתי שיש לי פרגיות להכין :/
19/03/17, 22:55 - אנונימוס: אולי אספיק להכין ברבע שעה
19/03/17, 22:55 - אנונימוס: המנייאק גם לא 4וצה שתבןא
19/03/17, 22:55 - אנונימוס: הןא רןצה אץ כל הבנות לעצמו
19/03/17, 22:56 - אנונימוס: נהיה סרסור
19/03/17, 22:57 - אנונימוס: מי שואל אותו
19/03/17, 22:57 - Yochai: אל תבוא
19/03/17, 22:58 - Yochai: אין מקום
20/03/17, 10:50 - Yochai: חחח אין הרצאה היום
20/03/17, 10:50 - Yochai: נשב על המצגת
21/03/17, 02:23 - אנונימוס: אנונימוס תעבור דרכי
21/03/17, 02:23 - אנונימוס: ותעירו אותי
21/03/17, 07:48 - אנונימוס: למה אתם לא מעירים
21/03/17, 07:48 - אנונימוס: קמתי ככשיו
21/03/17, 08:06 - Yochai: באיזה כיתה זה
21/03/17, 08:15 - אנונימוס: אין שמץ יוצא עוד 3 דק
21/03/17, 08:15 - אנונימוס: בעצם מחכה לאנונימוס שיעזור עם המפתח חחחצ
21/03/17, 08:16 - Yochai: טוב אז אני הלכתי לאכול תעדכנו שאתם באוניברסיטה
21/03/17, 08:19 - אנונימוס: הוא לא עונה
21/03/17, 08:26 - אנונימוס: פאק קמתי עכשיו
21/03/17, 08:27 - אנונימוס: יוצא זריז
21/03/17, 08:27 - אנונימוס: תעבור דרכי אני מוכן
21/03/17, 08:27 - אנונימוס: אני לא יודע מה לעשות עם המפתח
21/03/17, 08:28 - אנונימוס: נקנה אוכל באוניברסיטה
21/03/17, 08:28 - אנונימוס: צא צא לשם הבא ךא נעים
21/03/17, 08:34 - Yochai: אנונימוס איזה כיתה זה
21/03/17, 08:32 - אנונימוס: זרקתי למרפסת
21/03/17, 08:32 - אנונימוס: אבל יש פה רכב חשוד
21/03/17, 08:41 - אנונימוס: 242
21/03/17, 08:42 - אנונימוס: אני בדרך
21/03/17, 08:42 - אנונימוס: תפתרו תעניין של הדף עם התוצאות שלהניסוו
21/03/17, 08:45 - אנונימוס: יש אירוע בטחוני
21/03/17, 08:45 - אנונימוס: שני ערבים עשו שטויות פה
21/03/17, 08:51 - אנונימוס: נו
21/03/17, 08:51 - אנונימוס: שקר עכשיו עברתנ שם
21/03/17, 08:52 - אנונימוס: שקרן
21/03/17, 08:53 - אנונימוס: היה
21/03/17, 08:53 - אנונימוס: השומר עצר רכב ולקח פרטים
21/03/17, 08:55 - אנונימוס: 242?
21/03/17, 08:55 - אנונימוס: כן
21/03/17, 08:57 - אנונימוס: אין הפסקה?
21/03/17, 08:57 - אנונימוס: כנס
21/03/17, 13:57 - Yochai: מי בא לארמין
21/03/17, 13:59 - אנונימוס: אני כבר פה
21/03/17, 13:59 - Yochai: יש מקופ?
21/03/17, 14:40 - אנונימוס: לקנות לארמין בוטנים?
21/03/17, 14:40 - אנונימוס: כן
21/03/17, 17:15 - אנונימוס: צודקים בזבוז זמן
21/03/17, 17:15 - אנונימוס: אני אריץ ידנית בלינוקס
21/03/17, 17:31 - אנונימוס: חוזר הבייתה, יוחאי אתה בא?
21/03/17, 17:44 - Yochai: קודם אני אוכל ואז
21/03/17, 18:38 - Yochai: <מדיה הושמטה>
21/03/17, 18:38 - אנונימוס: כל הכבוד לשי
21/03/17, 18:39 - Yochai: רוזה עם ברוקולי
21/03/17, 18:43 - אנונימוס: ששש
21/03/17, 18:44 - אנונימוס: <מדיה הושמטה>
21/03/17, 18:44 - אנונימוס: אלפרדו פטריות ;)
21/03/17, 18:53 - Yochai: סביר מינוס
21/03/17, 18:53 - Yochai: 😉
21/03/17, 18:56 - Yochai: מתי אצל אנונימוס
21/03/17, 18:59 - אנונימוס: עזבו אני עם מוסיקה עובד
21/03/17, 18:59 - אנונימוס: חבל להפריע
21/03/17, 18:59 - אנונימוס: מעולה תעבוד
21/03/17, 18:59 - אנונימוס: לא נפריע
21/03/17, 18:59 - Yochai: יופי
22/03/17, 08:17 - Yochai: שיעור בוחצי נכון?
22/03/17, 08:29 - אנונימוס: כם איףה זה??
22/03/17, 08:29 - אנונימוס: כן
22/03/17, 08:30 - Yochai: 34 110
22/03/17, 08:30 - Yochai: או 101
22/03/17, 08:43 - אנונימוס: רק עכשיו יצאתי
22/03/17, 08:50 - אנונימוס: שיט אתה גורם מפריע
22/03/17, 08:50 - אנונימוס: תישאר בבית
22/03/17, 08:56 - אנונימוס: גם מרצה
22/03/17, 08:56 - אנונימוס: צריך לדעת לספר סיפור חח
22/03/17, 08:57 - אנונימוס: אין מה להיות פה
22/03/17, 08:57 - אנונימוס: בדוק
22/03/17, 09:05 - אנונימוס: למה ליט התאפרה לכבוד פרג?
22/03/17, 09:39 - Yochai: מי בא לאכול סביח במקסיקני ב12₪
22/03/17, 23:55 - Yochai: מגיעים?
22/03/17, 23:58 - אנונימוס: כן
23/03/17, 14:03 - אנונימוס: אכלתי במקום החדש על שער 90
23/03/17, 14:04 - אנונימוס: שניצל 25
23/03/17, 14:04 - אנונימוס: סביר
23/03/17, 14:04 - אנונימוס: טעים?
23/03/17, 14:04 - אנונימוס: הם יפלו גפ
23/03/17, 14:04 - אנונימוס: השניצל והבגט טעים
23/03/17, 14:05 - אנונימוס: יש להם רוטב סלק וטחינה במבה שזה טעים אבל סלטים פח
23/03/17, 15:39 - Yochai: <מדיה הושמטה>
23/03/17, 15:40 - אנונימוס: זה לרכב
23/03/17, 23:50 - Yochai: יש עכשיו כתבה בטלוויזיה על מדיניות הסינון של פייסבוק חח
23/03/17, 23:51 - Yochai: <מדיה הושמטה>
25/03/17, 22:55 - Yochai: אנונימוס אתה עובד מחר?
25/03/17, 23:09 - אנונימוס: פאק מה פגישה מחר
25/03/17, 23:09 - אנונימוס: קיצר הוא רק רוצה שנגיש לו מחר משהט
26/03/17, 00:03 - אנונימוס: מה הוא רוצה במדוייק
26/03/17, 01:23 - אנונימוס: מדדים
26/03/17, 01:25 - אנונימוס: הבחירת פוסטים זה לפי גרופבאי טופיקים ואז גרופבאי מקור ואז גרופבאי גודל
26/03/17, 13:54 - אנונימוס: מי רוצה היום ב2000 קלצונה?
26/03/17, 17:30 - אנונימוס: איתי
26/03/17, 17:51 - Yochai: אנונימוס מתי אתה מגיע לבש?
26/03/17, 18:04 - אנונימוס: יותר מאוחר
26/03/17, 19:10 - אנונימוס: אפס
26/03/17, 19:49 - אנונימוס: איתי
26/03/17, 21:19 - Yochai: אנונימוס אני בא אליך עוד רבע שעה
26/03/17, 23:53 - אנונימוס: זובי
27/03/17, 15:11 - אנונימוס: עכשיו יחשבו שאני קורא מאמרים
27/03/17, 15:12 - אנונימוס: מה
27/03/17, 15:13 - אנונימוס: בא לי לרשום לך שם יסאחי
27/03/17, 15:15 - אנונימוס: סאחי זה מי שהולך להרצאות בשיווק
27/03/17, 15:23 - אנונימוס: פעם אחרונה שלע
27/03/17, 15:32 - אנונימוס: <מדיה הושמטה>
27/03/17, 15:56 - Yochai: אתה הקמצן פה
27/03/17, 16:03 - Yochai: חחח אנונימוס מה יש בהקלטה
27/03/17, 16:03 - אנונימוס: כמו בשיר של הביטלס
27/03/17, 16:04 - אנונימוס: לא הבנתי את ההודעה של נמרוד
27/03/17, 16:04 - אנונימוס: לא רשמתי טעינו
27/03/17, 17:42 - אנונימוס: <מדיה הושמטה>
27/03/17, 20:30 - אנונימוס: אני לא מבין כלום ממה שנמרוד מדבר
28/03/17, 12:22 - Yochai: אנונימוס שלח להם את הhtml
28/03/17, 18:42 - אנונימוס: נמרוד אומר שהיתרונות של 3.6 עולים
28/03/17, 23:29 - Yochai: יש פה למישהו בלונים?
28/03/17, 23:29 - אנונימוס: קונדומים?
28/03/17, 23:30 - Yochai: לא
28/03/17, 23:30 - אנונימוס: אז
28/03/17, 23:30 - אנונימוס: אין
28/03/17, 23:34 - Yochai: יש לשיר יום הולדת מחר.. אולי ננפח לה קונדומים חח
29/03/17, 14:00 - Yochai: אנונימוס מתי אתה מסיים היום לעבוד
29/03/17, 14:01 - אנונימוס: רבע לסאחי
29/03/17, 14:01 - אנונימוס: אנונימוס והסיני הולכים לדייט
29/03/17, 14:01 - Yochai: חחח
29/03/17, 14:01 - Yochai: תביא את הסיני לברקה היום
29/03/17, 14:02 - אנונימוס: יוחאי תכין פייסלים
29/03/17, 14:02 - אנונימוס: איזה 3
29/03/17, 14:02 - Yochai: נגמר הכל
29/03/17, 14:02 - אנונימוס: 😔
29/03/17, 14:02 - Yochai: סתם תבוא תכין
29/03/17, 14:25 - Yochai: אנונימוס תקנה לנו כרטיסים ליום הסטודנט
29/03/17, 14:25 - אנונימוס: תשלחו לי כרטיסי סטודנט
29/03/17, 14:26 - אנונימוס: אהה אין לי כסף
29/03/17, 14:26 - אנונימוס: יש לי רק 100
29/03/17, 14:26 - Yochai: מתי אתה הולך
29/03/17, 14:28 - אנונימוס: הולך לאן
29/03/17, 14:35 - אנונימוס: הלכתי אליהם יש הרבה כרטיסים ואמרו שצריכים את הכרטיס סטודנט פיזית
29/03/17, 14:41 - אנונימוס: אתם לא פה?
29/03/17, 14:41 - Yochai: אני פה
29/03/17, 14:41 - אנונימוס: איפה
29/03/17, 14:41 - Yochai: בגלל זה שאלתי מתי אתה הולל
29/03/17, 14:41 - אנונימוס: איפה אתה
29/03/17, 14:42 - Yochai: עובד
29/03/17, 14:43 - אנונימוס: נו
29/03/17, 14:43 - Yochai: מעבדה
29/03/17, 14:43 - אנונימוס: הייתי לא ראיתי
29/03/17, 14:43 - Yochai: 3
29/03/17, 14:43 - אנונימוס: מה זה
29/03/17, 14:43 - אנונימוס: מה יש שם
29/03/17, 14:44 - אנונימוס: מתי אוכלים
29/03/17, 14:44 - Yochai: לאיזה צסיבת בריכה קנית?
29/03/17, 14:44 - Yochai: ראשונה?
29/03/17, 14:44 - אנונימוס: ראשונה
29/03/17, 14:45 - אנונימוס: אתה בא איתי לאכל כן או לא
29/03/17, 14:45 - Yochai: לא
29/03/17, 14:46 - אנונימוס: חצוף אכלת
29/03/17, 14:46 - אנונימוס: ולא אמרת
29/03/17, 15:01 - אנונימוס: חוצפן לא קנית לי
29/03/17, 15:01 - אנונימוס: עד מתי המכירה
29/03/17, 15:24 - Yochai: נגמרו הכרטיסים
29/03/17, 15:24 - אנונימוס: נזוג בקופה לא?
29/03/17, 15:24 - אנונימוס: נדןג
29/03/17, 15:24 - אנונימוס: נדוג
29/03/17, 15:24 - אנונימוס: לא נגמר
29/03/17, 15:25 - Yochai: אני קניתי זדיין
29/03/17, 15:25 - אנונימוס: היה לה חבילה ענקית
29/03/17, 15:25 - אנונימוס: מסיבת בריכה?
29/03/17, 15:25 - Yochai: שניה
29/03/17, 15:25 - אנונימוס: לא הבנתי
29/03/17, 15:25 - אנונימוס: נגמרו לבארקה
29/03/17, 15:25 - אנונימוס: או ליום הסטודנא
29/03/17, 15:25 - Yochai: חחח
29/03/17, 15:25 - אנונימוס: שקרן
29/03/17, 15:25 - Yochai: לא נגמר לשום דבר
29/03/17, 15:25 - אנונימוס: מפיץ שמועה שאתה מאוהב ברןני ולא אנונימוס
29/03/17, 15:26 - אנונימוס: אנונימוס ישמח
29/03/17, 15:26 - אנונימוס: 😘
29/03/17, 15:29 - אנונימוס: אנונימוס
29/03/17, 15:29 - אנונימוס: לך תעמוד בתור
